org_name,city,state,zip,npi,clia,license_id,lab_type,engine_score,money_score,pain_score,fit_score,tier,rule_score,priority,signals
UHA FAMILY MEDICINE LAB,MORGANTOWN,WV,26506,1558570846,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UHA JEFFERSON MAT CTR LAB,RANSON,WV,254381628,1578771523,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UHA UPPER TRACT LAB,UPPER TRACT,WV,26766,1427268119,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"UHA, WVU URGENT CARE LAB",MORGANTOWN,WV,265053586,1972770931,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UHA-BEHAVIORAL MED AND PSYCH LAB,MORGANTOWN,WV,265052807,1447439641,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"ULTIMATE HEALTH SERVICES, INC.",HUNTINGTON,WV,257050000,1750402632,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED HEALTH PROFESSIONALS,BARBOURSVILLE,WV,255040000,1033304316,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIAN CARE INC,LUMBERPORT,WV,263860398,1831267343,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,PHILIPPI,WV,264169591,1285702795,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,WEST UNION,WV,264561108,1982772653,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,GRAFTON,WV,263541268,1134297807,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,BRIDGEPORT,WV,263301016,1619152436,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,PENNSBORO,WV,264151324,1023186533,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,SHINNSTON,WV,264311043,1245308766,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,HARRISVILLE,WV,263629759,1326116096,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
UNITED PHYSICIANS CARE INC,GASSAWAY,WV,266241136,1235207903,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
VELAYUDHAN SAHADEVAN M D PH D,BECKLEY,WV,25801,1245419555,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
VITAS LABORATORY LLC,GRAFTON,WV,263548762,1538608757,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,GLENVILLE,WV,263511323,1336867696,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,OCEANA,WV,248700019,1194443499,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,MILTON,WV,255411220,1841918133,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,WELLSBURG,WV,260701572,1265150577,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,RANSON,WV,254385694,1578281846,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,HINTON,WV,259512553,1265150528,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,MARTINSBURG,WV,254040002,1336867761,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CHARLESTON,WV,253022037,1386362721,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,GRAFTON,WV,263541574,1922726363,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CLENDENIN,WV,250455001,1033838511,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,ELEANOR,WV,250701422,1407574841,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,PARKERSBURG,WV,261016957,1184342420,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,LOGAN,WV,256013331,1730807090,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BLUEFIELD,WV,247019190,1770201014,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,MORGANTOWN,WV,265052704,1588382907,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,PRINCETON,WV,247402756,1851019277,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,SHINNSTON,WV,264311122,1245958529,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,PARKERSBURG,WV,261041810,1720706021,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,SUMMERSVILLE,WV,266519105,1578281903,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CHARLES TOWN,WV,254146041,1457079899,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,MULLENS,WV,258821430,1689392953,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BARBOURSVILLE,WV,255040000,1346969813,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,WEIRTON,WV,260624205,1780302083,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,WAYNE,WV,255705810,1275251522,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,SOUTH CHARLESTON,WV,253031263,1255059507,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,HURRICANE,WV,255267003,1821717315,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,ROMNEY,WV,267571640,1942928387,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,HAMLIN,WV,255231332,1861110124,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CRAIGSVILLE,WV,262050677,1619696192,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,OAK HILL,WV,259013132,1154049492,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,WESTOVER,WV,265014227,1720706070,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,WHEELING,WV,260035120,1366160608,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,RAVENSWOOD,WV,261641706,1124746565,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CROSS LANES,WV,253131410,1417675844,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BUCKHANNON,WV,262012236,1700504149,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,RIPLEY,WV,252711107,1881312221,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,SHEPHERDSTOWN,WV,254434321,1033837331,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,ELKINS,WV,262413950,1639897069,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CLENDENIN,WV,250455001,1003534389,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,FOLLANSBEE,WV,260371259,1205554508,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BRIDGEPORT,WV,263301657,1013635457,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,MANNINGTON,WV,265821126,1639897903,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,HUNTINGTON,WV,257013700,1295454775,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BELLE,WV,250151348,1134847486,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,NEW MARTINSVILLE,WV,261551554,1104544469,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,FAIRMONT,WV,265545103,1912625203,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,HUNTINGTON,WV,257011219,1205554631,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,WHITESVILLE,WV,252091100,1659099901,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,MARLINTON,WV,249546519,1508584806,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,VIENNA,WV,261051347,1437877735,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CHAPMANVILLE,WV,255084576,1831817196,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,WELCH,WV,248012339,1811615156,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BRANCHLAND,WV,255068700,1396463642,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,RAINELLE,WV,259627120,1124746490,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,INWOOD,WV,254284066,1134847429,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BEAVER,WV,258139513,1194443523,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,HURRICANE,WV,255261373,1811615255,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,KINGWOOD,WV,265371701,1528786829,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,BECKLEY,WV,258014447,1942928379,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,SHINNSTON,WV,264311122,1144949611,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,MAN,WV,256351039,1639897937,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WALGREEN CO.,CLAY,WV,250437076,1033837323,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"WEDGEWOOD FAMILY PRACTICE & PSYCHIATRY ASSOCIATES, INC",MORGANTOWN,WV,265053478,1750786844,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WEST VIRGINIA DRUG COURT TESTING LABORATORIES-INC,PARKERSBURG,WV,261014737,1871894634,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WEST VIRGINIA LABORATORIES,SOUTH CHARLESTON,WV,253032732,1346892650,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WEST VIRGINIA LABORATORY SERVICES LLC,DUNBAR,WV,250642920,1558598011,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE CLINIC INC D/B/A ROBERT C. BYRD CLINIC,LEWISBURG,WV,249011380,1992826176,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WOOD HEALTH CARE CLINIC LAB,MOUNDSVILLE,WV,260412316,1275924441,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVDHHR/OFFICE OF LABORATORY SERVICES,SOUTH CHARLESTON,WV,253031114,1568547651,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVU MED CORP CHEAT LAKE PHYSICIANS,MORGANTOWN,WV,26508,1568661148,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVU MEDICAL CORP (SLEETH) MDGRP,MORGANTOWN,WV,26506,1871708669,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVU MEDICAL OFFICE BUILDING,RANSON,WV,254381617,1649559972,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVU URGENT CARE LAB,RANSON,WV,25438,1710231170,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVUPC KANAWHA VALLEY FP (LAB),SOUTH CHARLESTON,WV,253091455,1326256124,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVUPC MEDICINE CLINIC (LAB),CHARLESTON,WV,253041227,1336357094,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVUPC OBGYN LAB,CHARLESTON,WV,253023302,1396953881,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
WVUPC PEDIATRICS LAB,MORGANTOWN,WV,253020000,1013125590,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"A2CL SERVICES, LLC",WEST ALLIS,WI,532272409,1710064811,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
ACCELERATED CLINICAL LABORATORIES LLC,WAUWATOSA,WI,532264824,1982296190,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical lab
ACCURATE TESTING LLC,MILWAUKEE,WI,532101614,1164179693,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
ALLIANCE DIAGNOSTICS LAB,MILWAUKEE,WI,532141372,1396566899,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: diagnostics
"APPLETON AVENUE LABS, LLC",MILWAUKEE,WI,53216,1306440086,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"ASCENSION WISCONSIN LABORATORIES, INC",MILWAUKEE,WI,532114508,1053343442,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
BAYSHORE CLINICAL LABORATORIES LLC,BROWN DEER,WI,532232477,1861858763,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical lab
BEACON OF HOPE HEALTH SERVICES,MILWAUKEE,WI,532254913,1578229548,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
BELLIN HEALTH INDEPENDENT LABS,GREEN BAY,WI,543013505,1124440839,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
BENDA HEALTH EDUCATION AND TESTING SERVICES LLC,BROWN DEER,WI,532233764,1316777543,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
BETA DIAGNOSTIC LABS LLC,MT PLEASANT,WI,534066516,1457003329,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: diagnostic
"BREATHTRACKERS, INC",NEW BERLIN,WI,531513662,1003702465,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CARE CONNECTION HEALTH SOLUTIONS,LLC",BROOKFIELD,WI,530056271,1063141307,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
CARE HEALTH PLAN,EELM GROVE,WI,53122,1235083072,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
CHERRY OPTICAL INC.,GREEN BAY,WI,543116245,1952716987,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
COMPLIANCE ONE LABS,STEVENS POINT,WI,544829207,1629910435,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",RIPON,WI,54971,1073847471,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",BEAVER DAM,WI,539163116,1336739101,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",BROWNSVILLE,WI,53006,1023150026,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",NORTH FOND DU LAC,WI,549371385,1912049016,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",RIPON,WI,549711730,1629360540,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",MARKESAN,WI,53946,1043352081,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",MOUNT CALVARY,WI,530579507,1427190529,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",FOX LAKE,WI,539339550,1497897565,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",FOND DU LAC,WI,549355530,1093952384,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",FOND DU LAC,WI,549354560,1891778346,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",MAYVILLE,WI,530501498,1497897581,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",WAUPUN,WI,53963,1043352990,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",FOND DU LAC,WI,549353423,1871636605,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",CAMPBELLSPORT,WI,53010,1275675217,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"CONSULTANTS LABORATORY OF WISCONSIN, LLC",WAUPUN,WI,539631866,1477695583,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
COPPE HEALTHCARE SOLUTIONS,WAUKESHA,WI,53186,1326200338,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
COVID CARE ZONE INC,MOUNT PLEASANT,WI,534064057,1851044010,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"DIAGNOSTIC & TREATMENT CENTER, LLC",WESTON,WI,54476,1740294636,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: diagnostic
"DIRECTMDX, INC",RACINE,WI,534031481,1417569724,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"EAU CLAIRE MEDICAL CLINIC, S.C.",EAU CLAIRE,WI,547016938,1962789362,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"EMPLOYMENT HEALTH SERVICES, LLC",GREEN BAY,WI,543133216,1811203367,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"ESSENCE OF TRUTH CLINICAL LAB, LLC",MILWAUKEE,WI,532234840,1023760097,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical lab
"EXACT SCIENCES LABORATORIES, LLC",MADISON,WI,53711,1487296307,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"EXACT SCIENCES LABORATORIES, LLC",MADISON,WI,537132723,1629407069,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"GENETOX, LLC",MILWAUKEE,WI,532221338,1740731611,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
GREEN LAKE MEDICAL CLINIC,GREEN LAKE,WI,549410429,1316087885,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"GUNDERSEN CLINIC, LTD.",LA CROSSE,WI,546011502,1619183993,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
HANDS AND HANDS OF ANGELS LLC.,MENOMONEE FALLS,WI,530516988,1932549920,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"HCS MEDICAL STAFFING, INC.",MILWAUKEE,WI,532162263,1750513776,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"HEALTHPATH DIAGNOSTICS, LLC",MILWAUKEE,WI,532102116,1871849943,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: diagnostics
HOLY FAMILY MEMORIAL INC,MANITOWOC,WI,542203712,1336314632,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"ICARE DIAGNOSTICS, INC",RACINE,WI,534031481,1922611706,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: diagnostics
"IFAST, LLC",GLENDALE,WI,532174908,1811753536,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"INNOVATIVE NUTRITION SOLUTIONS, LLC",MADISON,WI,537192847,1003824079,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
JANESVILLE PSYCHIATRIC CLINIC,JANESVILLE,WI,535482998,1619311321,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
LAB AFFINITY LLC,MILWAUKEE,WI,532331118,1972952851,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"LABCO, LLC",PARK FALLS,WI,545521431,1174692628,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"LABWORKS, LLC",WEST MILWAUKEE,WI,532143604,1891822771,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
LIFE WOMEN FOUNDATION INC,MILWAUKEE,WI,53210,1174345235,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"M.R.DIAGNOSTIC AND IMAGING CENTER,INC",MADISON,WI,537191156,1053492611,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: diagnostic
MDS LAB LLC,MILWAUKEE,WI,532151225,1942953336,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"MEDICAL SERVICES, INC.",HAYWARD,WI,548436391,1447424270,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"MEDLAB2020, INC",MADISON,WI,537192844,1982479846,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
MEQUON LABS INC,MEQUON,WI,530925528,1073686846,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
MEQUON LABS INC,MEQUON,WI,530925585,1467612895,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
MERITER HEALTH ENTERPRISES INC.,MADISON,WI,537151304,1346244993,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
METABOLIC ANALYSIS LABS INC,MADISON,WI,537132410,1679747000,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
MFAFEVLLC,STEVENS POINT,WI,544813412,1245988708,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
MILWAUKEE MIDWEST MEDICAL LAB,MILWAUKEE,WI,532083360,1508087974,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
MKE HEALTH SOLUTIONS LLC,MILWAUKEE,WI,532234840,1649920596,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"MORELAND MEDICAL LABORATORY, LLC",WAUKESHA,WI,531883417,1184022360,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"NEUROIMMUNOLOGY LABS, INC.",OSCEOLA,WI,540204120,1871786053,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"NEW COVID TESTING, LLC",DE PERE,WI,541159444,1841950151,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
NEWPORT PATHOLOGY,BROOKFIELD,WI,530056043,1881816544,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
NOAH ASSOCIATES INCORPORATED,WEST ALLIS,WI,532142421,1558896498,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
NORTHREACH HEALTHCARE LAB AND XRAY,MARINETTE,WI,541434287,1659600575,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
NORTHREACH HEALTHCARE LLC,MARINETTE,WI,541434202,1003953019,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
OAKLEAF CLINICS INC,EAU CLAIRE,WI,547013016,1669864450,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
"OPTIONS LAB, INC.",APPLETON,WI,549144015,1407091101,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
PARK MANOR LTD,PARK FALLS,WI,545521431,1649618927,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
PHARMASAN LABS INC,OSCEOLA,WI,540204120,1760576755,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
PRAIRIE RIDGE HEALTH INC.,COLUMBUS,WI,539252402,1215729793,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
PRECISE TESTING LLC,MILWAUKEE,WI,532162056,1003391269,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
PREVENTIONGENETICS LLC,MARSHFIELD,WI,544498625,1114140571,,,Clinical Medical Laboratory,3,0,0,3,C,27,Low,Tier C lab type: clinical
