Company Name,City,State,Zip,NPI,CLIA,License ID,Money Score,Pain Score,Fit Score,Total Score,Target Roles
LABORATORY CORPORATION OF AMERICA HOLDINGS,BENSALEM,PA,190206415,1629666433,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"INSTITUTE FOR DERMATOPATHOLOGY, INC.",NEWTOWN SQUARE,PA,190732304,1538131362,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"INTERMOUNTAIN MEDICAL GROUP, INC",KINGSTON,PA,187043702,1932271624,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,LANGHORNE,PA,190471832,1154625648,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LABORATORY OF PODIATRIC PATHOLOGY, P.C.",PHILADELPHIA,PA,191072413,1235369059,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABSTAR,LANSDALE,PA,194462029,1306705991,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LEBANON INTERNAL MEDICINE ASSOCIATES PC,LEBANON,PA,170427497,1417009291,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LEHIGH VALLEY TOXICOLOGY LLC,BETHLEHEM,PA,180208922,1265846695,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LEVIN PATHOLOGY PC,COATESVILLE,PA,193201542,1215211065,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LIFESENSORS, INC.",MALVERN,PA,193551308,1144830266,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LIMITLESS DIAGNOSTICS LLC,JESSUP,PA,184341831,1548825730,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"M. MUNIR ZAITOON, M.D., F.A.C.S.",MT PLEASANT,PA,156661785,1316177231,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MACROLAB LLC,SOUTHAMPTON,PA,189664030,1881996775,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAIN LINE CLINICAL LABORATORIES,WYNNEWOOD,PA,190963450,1669598959,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAIN LINE CLINICAL LABORATORIES,BRYN MAWR,PA,190103121,1750407045,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAIN LINE CLINICAL LABORATORIES,PAOLI,PA,193011763,1578689865,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAIN LINE HEALTH LABORATORIES,RADNOR,PA,190875170,1225135585,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAIN LINE HEALTH LABORATORIES,NEWTOWN SQUARE,PA,190732304,1750562401,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"JOHNSTOWN INTERNISTS, INC.",JOHNSTOWN,PA,159011711,1841416732,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MALOKA HEALTH SERVICES LLC,LEVITTOWN,PA,190572703,1851254833,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,ELIZABETHTOWN,PA,170223187,1972856151,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAYS LANDING DIAGNOSTICS LLC,STUART,FL,349942431,1104389766,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MCKINLEY OB/GYN ASSOCIATES PC,JOHNSTOWN,PA,159043217,1245419795,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MED HEALTH SERVICES MANAGEMENT, LP",MONROEVILLE,PA,151463445,1760521611,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDARBOR LLC,BRISTOL,PA,190071625,1477076941,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDISURE LABS INC.,HARRISBURG,PA,171091750,1790643617,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDTOXDX LLC,JEANNETTE,PA,156442120,1962674358,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MENARINI SILICON BIOSYSTEMS, INC.",HUNTINGDON VALLEY,PA,190063527,1619547916,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MERCK,NORTH WALES,PA,194542505,1730428590,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
METWEST INC,IVINS,UT,847386456,1871511824,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
METWEST INC,LARAMIE,WY,820725048,1821329319,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
METWEST INC.,WEST VALLEY CITY,UT,841191133,1386662914,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MILLCREEK MANOR,ERIE,PA,165092603,1346848298,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ML CLINICAL LABS LLC,RALEIGH,NC,276068012,1104506807,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,MC KEES ROCKS,PA,151361558,1063556017,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MODERN MEDICAL HEALTHCARE SERVICES L.L.C,UPPER DARBY,PA,190824928,1952190258,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MOHAMMAD N DOWLUT,ALTOONA,PA,16602,1932381076,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MOLECULARDX, LLC",WINDBER,PA,159631300,1356734925,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MONARCH DIAGNOSTIC SERVICES LLC,UNIONTOWN,PA,154018947,1891455044,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MORRISVILLE YARDLEY FAMILY PRACTICE,MORRISVILLE,PA,190672012,1285010967,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MY LAB CHOICE, INC",EAST STROUDSBURG,PA,18301,1205369451,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MY LAB CHOICE, INC.",EAST STROUDSBURG,PA,183011930,1891161311,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NATIONAL MEDICAL SERVICES INC,WILLOW GROVE,PA,19090,1922177732,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NATIONAL PATHOLOGY SERVICE INC,PITTSBURGH,PA,15222,1740399682,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NAVERIS, INC",DURHAM,NC,277132839,1740906585,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEXA LABS LLC,PHILADELPHIA,PA,191514120,1124994561,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEXUS MEDICAL SERVICES INC,GREENSBURG,PA,156016494,1255421541,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NORTHEAST CRITICAL CARE CLINICAL LABS,TAMAQUA,PA,18252,1942949177,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NORTHEAST DERMATOPATHOLOGY INSTITUTE,CLARKS SUMMIT,PA,184111542,1477526655,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NORTHEASTERN LABORATORY MEDICINE, INC.",HAZLETON,PA,182015551,1063433001,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NORTHERN TIER RESEARCH,MAYFIELD,PA,184331973,1760787758,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NORTHWEST PHYSICIANS ASSOCIATES, P.C.",MEADVILLE,PA,163353444,1184682395,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NOVUM LABORATORY, LLC",ALTOONA,PA,166025512,1780182949,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NU-TEK DIAGNOSTIC LABORATORIES INC.,LANGHORNE,PA,190473244,1669523999,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NWTX PHYSICIAN NETWORK, PLLC",BORGER,TX,790074010,1144100504,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OB-GYN ASSOCIATES OF ERIE PC,ERIE,PA,165071423,1447466255,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OLIVER W CAMINOS,MONROEVILLE,PA,15146,1033443114,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OLIVERO MEDICAL HEALTH CENTER,PORT MATILDA,PA,168707725,1407593080,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OLIVERO RURAL LABORATORY INC,PORT MATILDA,PA,168707725,1912627480,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ONCOLOGY HEMATOLOGY ASSOCIATION,JOHNSTOWN,PA,159012541,1932256104,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ONE HEALTH LABORATORIES, LLC",CULVER CITY,CA,902323119,1134796352,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ONE STICK DIAGNOSTIC SERVICES LLC,JOHNSTOWN,PA,159042632,1639015233,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OPUS GENOMICS,PLYMOUTH MEETING,PA,194621143,1871296673,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ORAL FLUID SERVICES OF PA,GREENSBURG,PA,156019183,1598038226,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ORALDNA LABS INC,BRENTWOOD,TN,370275200,1740552173,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PACIFIC EDGE DIAGNOSTICS USA LTD.,HUMMELSTOWN,PA,170369196,1710253596,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PALMERTON PEDIATRICS,PALMERTON,PA,180711521,1013219849,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PARKWAY CLINICAL LABORATORIES, INC.",BENSALEM,PA,190205815,1346291986,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PARVESH SERVICES LLC,JENKINTOWN,PA,190463706,1093650251,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PEAK HLPA, LLC",SCHNECKSVILLE,PA,180782587,1770096158,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PENNSYLVANIA AUTOMATED SERVICES, INC",JEANNETTE,PA,156442117,1487610804,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PENNSYLVANIA SPECIALTY PATHOLOGY LLC,LANCASTER,PA,176012415,1205026002,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PENNSYLVANIA SPECIALTY PATHOLOGY, LLC",LANCASTER,PA,176012415,1497176770,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PERLL DIAGNOSTICS INC,MECHANICSBURG,PA,17055,1851680656,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PERSONALIZED GENETICS LLC,PITTSBURGH,PA,152321700,1336598325,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PHENOPATH LABORATORIES PLLC,SEATTLE,WA,981341636,1649375189,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PHILLIP J STATES LAB,PUNXSUTAWNEY,PA,157672609,1376733584,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PHYSICIANCARE PC,TOWANDA,PA,188489706,1457403750,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PHYSICISNS CLINICAL LABORATORY,HAZLETON,PA,182015863,1427070440,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PINMED, INC.",PITTSBURGH,PA,152131666,1538442637,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PINNACLE HEALTH MEDICAL GROUP INC,LEMOYNE,PA,170431168,1639443278,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PITTSTON MEDICAL ASSOCIATES LTD.,PITTSTON,PA,186403247,1720050487,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PLANNED PARENTHOOD SOUTHEASTERN PENNSYLVANIA,PHILADELPHIA,PA,191542101,1063656353,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PLEXISION, INC.",PITTSBURGH,PA,152241340,1801285267,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"POCONO MRI IMAGING AND DIAGNOSTIC CENTER, LLC",EAST STROUDSBURG,PA,183018087,1851638092,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"POCONO MRI IMAGING AND DIAGNOSTIC CENTER,LLC",EAST STROUDSBURG,PA,183013005,1992050892,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PRELUDE CORPORATION,HERSHEY,PA,170332513,1952044943,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PREMIER MEDICAL ASSOCIATES, PC",MONROEVILLE,PA,151462141,1851634752,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PRESCIENT LAB SERVICES, LLC",HERSHEY,PA,170332461,1508750498,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PRESCIENT MEDICINE HOLDINGS, INC.",HUMMELSTOWN,PA,170369160,1407258486,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PRICK PERFECT,PHILADELPHIA,PA,191142426,1982404190,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PRIMBIO RESEARCH INSTITUTE LLC,GARNET VALLEY,PA,190602131,1801324611,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PRIMEMED, P.C.",CLARKS SUMMIT,PA,184112258,1023243391,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PRINCETON BIOMEDICAL LABORATORIES,BRISTOL,PA,190071605,1831222074,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PRINCIPLE LABS LLC,BETHLEHEM,PA,180208922,1346648870,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PUNXSUTAWNEY SLEEP CENTER,PUNXSUTAWNEY,PA,157671940,1578704995,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"QUALITOX LABORATORIES, LLC",PITTSBURGH,PA,152751005,1972971265,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUANTGENE INC.,SANTA MONICA,CA,904044109,1215527833,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS,NORRISTOWN,PA,194032401,1194065557,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LAB INC.,BELLEVILLE,IL,622235000,1922026970,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,BETHLEHEM,PA,180201431,1306050174,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,OLYMPIA,WA,985028143,1336478122,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,FORT WORTH,TX,761044611,1932485067,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,BRYN MAWR,PA,190103800,1144504333,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,LEXINGTON,VA,244502448,1801455514,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,WEBSTER,TX,775984707,1811557838,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,VERO BEACH,FL,329607305,1295874360,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,POMPANO BEACH,FL,330694887,1427114727,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,PARIS,TX,754606097,1902177793,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,PEARISBURG,VA,241342471,1932767837,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,ROCKY MOUNT,VA,241511318,1659939577,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,WILMINGTON,NC,284016683,1467121889,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,SPOKANE,WA,992042714,1902392541,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,SPRING,TX,773891813,1083195069,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,PUYALLUP,WA,983733001,1699793646,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,WEST VALLEY CITY,UT,841195833,1730604471,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,JACKSONVILLE,FL,322567486,1396074720,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,TEXAS CITY,TX,775910000,1487921698,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,ROCKY MOUNT,NC,278041470,1003174228,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,HORSHAM,PA,190443431,1891981742,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,THE WOODLANDS,TX,773844100,1760796247,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,HOUSTON,TX,770028233,1003156134,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,TAZEWELL,VA,246515386,1962060889,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,SANDY,UT,840944064,1942710199,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,FORT MYERS,FL,339122085,1184642142,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,TOA BAJA,PR,009490000,1407113749,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,LEESBURG,FL,347487601,1821016882,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,NORRISTOWN,PA,194033406,1205872041,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,NASHVILLE,TN,372281208,1407892243,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,SEATTLE,WA,981341636,1316983158,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,BENSON,NC,275047844,1144359274,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,COLLEGEVILLE,PA,194262998,1710028022,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,SPARTANBURG,SC,293034201,1073842860,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,WYOMISSING,PA,196101607,1740208792,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,CHRISTIANSBURG,VA,240736344,1790343622,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,RADFORD,VA,241412446,1760040653,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,SOUTH JORDAN,UT,840954713,1477078137,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,CORPUS CHRISTI,TX,784124938,1033886361,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,ANDERSON,SC,296212005,1699434241,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC.,SALT LAKE CITY,UT,841241202,1699430249,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC.,FORT WORTH,TX,761044424,1245258870,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC.,TALLAHASSEE,FL,32960,1083635783,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
